x 0 1 2 3 4 5 6 7 8 
4460 215564 400293 120128 13871 799 2341638 1377395 1803632 9608356 
4470 214810 399295 121245 14566 832 2338286 1383628 1803863 9638415 
4480 214020 398498 122290 15203 855 2334893 1389777 1804133 9668934 
4490 213211 397543 123560 15764 888 2331506 1396153 1804407 9699018 
4500 212452 396637 124640 16414 922 2328316 1402194 1804690 9729594 
4510 211713 395724 125859 16953 957 2325340 1408452 1804996 9759550 
4520 210917 394801 127159 17509 971 2322235 1414546 1805279 9789901 
4530 210261 393734 128327 18099 1023 2318843 1420763 1805486 9820366 
4540 209463 392659 129687 18693 1032 2315722 1426698 1805732 9850869 
4550 208757 391645 130842 19336 1057 2312490 1432892 1805985 9881152 
4560 208007 390632 132113 19923 1068 2309092 1439112 1806214 9911704 
4570 207304 389544 133335 20558 1093 2305726 1445391 1806428 9941995 
4580 206543 388443 134640 21188 1112 2302511 1451639 1806655 9972214 
4590 205755 387424 135900 21805 1130 2299146 1457908 1806905 10002610 
4600 205014 386317 137229 22396 1150 2295604 1464495 1807139 10032695 
4610 204251 385172 138630 22973 1165 2292325 1470721 1807328 10062988 
4620 203510 384233 139890 23502 1185 2288966 1477196 1807631 10093186 
4630 202917 383536 141052 23927 1210 2287011 1483047 1808318 10122282 
4640 202189 382732 142207 24466 1234 2283969 1489128 1808716 10152353 
4650 201537 381945 143312 25025 1260 2281354 1495322 1809268 10181532 
4660 200727 381078 144419 25658 1306 2278056 1501374 1809483 10212010 
4670 199894 380397 145773 26033 1329 2275487 1507819 1810116 10240747 
4680 199060 379440 147243 26457 1369 2272396 1514197 1810468 10270386 
4690 198264 378323 148738 26935 1401 2269047 1520492 1810698 10300585 
4700 197483 377374 149983 27448 1465 2265850 1526602 1810917 10330861 
4710 196716 376339 151314 27983 1506 2262529 1532933 1811103 10361202 
4720 195892 375385 152525 28603 1543 2259190 1539092 1811331 10391572 
4730 195124 374336 153864 29143 1574 2255857 1545307 1811559 10422036 
4740 194423 373311 155038 29736 1626 2252348 1551789 1811786 10452069 
4750 193686 372183 156404 30313 1650 2248946 1558129 1812000 10482526 
4760 192939 371055 157800 30839 1689 2245551 1564412 1812212 10513085 
4770 192175 369957 159216 31350 1711 2242214 1570416 1812383 10544039 
4780 191405 368889 160475 31991 1731 2238678 1576754 1812584 10574401 
4790 190629 368100 161659 32496 1772 2235863 1582828 1813000 10604189 
4800 189849 367084 162812 33192 1790 2232448 1589096 1813207 10634739 
4810 189146 366077 164082 33736 1819 2229206 1595348 1813564 10664948 
4820 188384 365010 165399 34326 1845 2225650 1601796 1813795 10695300 
4830 187659 364065 166557 34977 1855 2222476 1607832 1814164 10725570 
4840 186841 363374 167780 35465 1870 2219975 1613927 1814722 10755185 
4850 186117 362269 169154 35961 1915 2216465 1620358 1814944 10785402 
4860 185420 361229 170267 36609 1976 2213022 1626628 1815149 10815687 
4870 184658 360143 171780 36967 2059 2209871 1632845 1815387 10845700 
4880 183887 359123 173000 37599 2081 2206429 1639377 1815607 10875741 
4890 183123 358199 174247 38054 2169 2203061 1645533 1815830 10906028 
4900 182358 357194 175549 38561 2225 2199708 1651709 1816025 10936414 
4910 181633 356092 176852 39128 2268 2196533 1657765 1816208 10967064 
4920 180905 355059 178145 39637 2325 2193086 1664203 1816415 10997376 
4930 180384 354180 179411 40092 2360 2190897 1670120 1817161 11026461 
4940 179659 353278 180628 40622 2388 2187762 1676475 1817550 11056377 
4950 178968 352279 181675 41245 2484 2184388 1682489 1817751 11087006 
4960 178252 351262 182914 41841 2497 2181158 1688641 1818008 11117416 
4970 177482 350219 184183 42437 2534 2177932 1694743 1818206 11147931 
4980 176764 349220 185394 42985 2577 2174477 1700981 1818409 11178527 
4990 176004 348258 186557 43579 2629 2171229 1707106 1818603 11209073 
5000 175207 347278 187818 44161 2681 2167840 1713266 1818846 11239259 
5010 174409 346375 188962 44762 2721 2164457 1719492 1819060 11269613 
5020 173655 345341 190204 45365 2760 2160968 1725774 1819282 11299863 
5030 172867 344340 191419 45959 2818 2157498 1732233 1819480 11329880 
5040 172219 343627 192596 46452 2821 2155322 1738141 1820264 11359046 
5050 171494 342614 193774 47109 2831 2152302 1743937 1820488 11390022 
5060 170785 341800 194882 47729 2835 2149210 1750061 1820929 11419948 
5070 170071 340704 196154 48344 2849 2145966 1756079 1821171 11450558 
5080 169320 339634 197359 49028 2855 2142491 1762376 1821373 11481217 
5090 168586 338585 198532 49702 2879 2139107 1768518 1821607 11511779 
5100 167912 337451 199739 50379 2894 2135749 1774639 1821807 11542493 
5110 167212 336403 200932 51004 2909 2132336 1780772 1822013 11573276 
5120 166513 335297 202215 51620 2927 2129036 1787042 1822271 11603475 
5130 165823 334337 203307 52194 3003 2125671 1793103 1822461 11634208 
5140 165064 333448 204513 52706 3056 2122510 1799581 1822826 11663949 
5150 164530 332886 205539 53139 3100 2120619 1805365 1823761 11692690 
5160 164038 332567 206588 53445 3124 2119668 1811033 1825209 11719968 
5170 163225 331602 207936 53945 3143 2116289 1817344 1825434 11750251 
5180 162432 330622 209159 54580 3161 2113042 1823455 1825669 11780549 
5190 161671 329636 210417 55150 3189 2109633 1829882 1825930 11810628 
5200 160921 328733 211526 55808 3212 2106465 1836264 1826283 11840570 
5210 160265 327910 212616 56314 3294 2103725 1842187 1826714 11870283 
5220 159552 327026 213735 56923 3322 2100841 1848168 1827139 11900357 
5230 158819 325936 214982 57527 3383 2097678 1854180 1827327 11930580 
5240 158045 325049 216183 58092 3428 2094762 1860117 1827689 11960844 
5250 157410 324213 217320 58616 3470 2092154 1866218 1828211 11990446 
5260 156641 323158 218601 59165 3544 2088801 1872493 1828433 12020911 
5270 155902 322127 219862 59695 3612 2085670 1878569 1828673 12051261 
5280 155109 321127 221168 60220 3669 2082372 1884690 1828912 12081645 
5290 154329 320108 222470 60777 3705 2079047 1890676 1829139 12112197 
5300 153630 319036 223680 61400 3725 2075950 1896654 1829332 12142810 
5310 152828 318069 224907 61998 3765 2072808 1902667 1829571 12173104 
5320 152034 317119 226127 62601 3782 2069357 1909112 1829825 12203168 
5330 151252 316084 227374 63231 3816 2065961 1915177 1830049 12233699 
5340 150467 315069 228638 63836 3853 2062762 1921207 1830293 12263961 
5350 149694 314109 229853 64410 3898 2059518 1927602 1830554 12294028 
5360 148885 313217 231070 64978 3931 2056148 1933973 1830915 12324124 
5370 148214 312329 232314 65498 3954 2053643 1939933 1831471 12353467 
5380 147496 311351 233375 66158 4037 2050310 1946020 1831682 12383838 
5390 146725 310339 234668 66721 4067 2046989 1952226 1831895 12414338 
5400 145965 309305 235926 67304 4118 2043759 1958274 1832122 12444712 
5410 145161 308342 237190 67890 4145 2040583 1964412 1832342 12474937 
5420 144393 307317 238403 68513 4191 2037209 1970632 1832558 12505234 
5430 143585 306339 239621 69130 4237 2033977 1976779 1832803 12535420 
5440 142797 305310 240965 69681 4269 2030577 1983145 1833058 12565408 
5450 142013 304283 242218 70303 4319 2027032 1989539 1833280 12595547 
5460 141231 303252 243545 70860 4349 2023760 1995821 1833521 12625622 
5470 140495 302185 244849 71376 4418 2020510 2001806 1833747 12656059 
5480 139705 301195 246119 71919 4477 2017139 2008112 1833977 12686286 
5490 138989 300218 247303 72417 4573 2013830 2014307 1834209 12716642 
5500 138196 299218 248602 72933 4648 2010506 2020492 1834429 12746744 
5510 137457 298149 249870 73471 4737 2007199 2026720 1834631 12776750 
5520 136738 297096 251197 73929 4811 2003912 2032829 1834857 12807018 
5530 135961 296069 252489 74441 4905 2000489 2039167 1835057 12836999 
5540 135233 294996 253839 74882 4998 1997058 2045482 1835275 12867160 
5550 134475 293893 255223 75376 5071 1993799 2051542 1835511 12897521 
5560 133753 293062 256506 75836 5121 1991262 2057748 1836079 12926608 
5570 132969 292042 257769 76425 5159 1987860 2064268 1836309 12956450 
5580 132275 290934 259008 77050 5185 1984378 2070663 1836523 12986667 
5590 131486 289862 260363 77611 5230 1981123 2077010 1836774 13016660 
5600 130652 288886 261645 78189 5269 1977816 2083193 1836991 13046988 
5610 129881 287814 263002 78721 5322 1974523 2089403 1837219 13077105 
5620 129043 286868 264251 79321 5362 1971327 2095421 1837432 13107731 
5630 128267 285849 265532 79886 5414 1967896 2101663 1837639 13138245 
5640 127481 284801 266824 80483 5449 1964504 2107942 1837868 13168592 
5650 126719 283711 268193 81055 5469 1961076 2114242 1838054 13199049 
5660 125987 282654 269403 81693 5490 1957675 2120369 1838244 13229773 
5670 125219 281624 270668 82302 5517 1954477 2126406 1838462 13260204 
5680 124588 280864 271748 82826 5559 1951955 2132421 1839074 13289708 
5690 123954 280328 272720 83321 5596 1949715 2138566 1839860 13318510 
5700 123153 279367 273968 83891 5650 1946546 2144718 1840189 13348712 
5710 122382 278406 275101 84590 5667 1943316 2150864 1840442 13379092 
5720 121614 277523 276224 85228 5695 1940102 2157025 1840727 13409393 
5730 120880 276841 277361 85711 5741 1937598 2163135 1841319 13438612 
5740 120143 275763 278625 86284 5821 1934309 2169028 1841531 13468903 
5750 119419 274739 279948 86703 5925 1931002 2175474 1841760 13498723 
5760 118686 273695 281175 87298 5959 1927722 2181737 1841975 13528953 
5770 117929 272696 282501 87782 6014 1924638 2187839 1842202 13559086 
5780 117077 271786 283761 88306 6086 1921481 2193930 1842470 13589206 
5790 116267 270813 284951 88951 6122 1918190 2200098 1842695 13619525 
5800 115533 269778 286289 89455 6172 1915124 2206280 1843014 13649529 
5810 114783 268778 287486 90070 6216 1911857 2212413 1843249 13679877 
5820 114041 267683 288852 90604 6254 1908599 2218673 1843473 13709975 
5830 113365 266796 289896 91200 6320 1905576 2224592 1843847 13740226 
5840 112594 265776 291156 91799 6350 1902149 2231095 1844096 13770364 
5850 111880 264865 292302 92396 6378 1898970 2237257 1844488 13800543 
5860 111324 263990 293399 92975 6414 1896641 2242899 1845094 13830246 
5870 110573 263009 294545 93635 6453 1893442 2249017 1845343 13860600 
5880 109983 262119 295612 94233 6498 1890875 2254986 1845952 13890012 
5890 109279 261397 296733 94722 6549 1888176 2261100 1846469 13919672 
5900 108554 260406 297909 95303 6599 1884901 2267301 1846677 13950107 
5910 107781 259409 299151 95863 6660 1881650 2273523 1846930 13980390 
5920 107029 258408 300343 96507 6670 1878214 2279899 1847163 14010668 
5930 106273 257462 301497 97088 6735 1875110 2286037 1847367 14040994 
5940 105509 256481 302728 97686 6756 1871628 2292707 1847615 14070777 
5950 104753 255488 303929 98283 6809 1868454 2298733 1847877 14101209 
5960 104004 254424 305185 98887 6858 1865262 2304767 1848109 14131592 
5970 103182 253497 306369 99518 6886 1862092 2310968 1848353 14161915 
5980 102428 252512 307564 100149 6906 1858805 2317278 1848549 14192181 
5990 101766 251638 308589 100788 6940 1855564 2323635 1848943 14222090 
6000 101016 250701 309695 101428 6969 1852273 2329711 1849190 14252639 
6010 100343 249715 310852 102067 7004 1849400 2335777 1849567 14282489 
6020 99660 248778 312010 102671 7033 1846268 2342061 1850011 14312321 
6030 98957 247961 313062 103294 7065 1843338 2348242 1850429 14342134 
6040 98410 247459 314163 103663 7083 1842000 2354060 1851499 14370159 
6050 97843 246889 315285 104099 7097 1840215 2359929 1852476 14398639 
6060 97137 245996 316538 104637 7124 1837602 2366011 1853041 14427979 
6070 96402 244983 317741 105187 7207 1834224 2372217 1853264 14458444 
6080 95648 243866 319062 105783 7236 1830897 2378424 1853508 14488873 
6090 94940 242807 320288 106354 7296 1827744 2384490 1853758 14519356 
6100 94183 241818 321500 106953 7334 1824364 2390547 1853962 14550030 
6110 93430 240793 322687 107583 7388 1821123 2396787 1854190 14580239 
6120 92663 239817 323891 108182 7423 1817992 2402770 1854423 14610669 
6130 91901 238858 325034 108807 7463 1814751 2408817 1854639 14641328 
6140 91179 237886 326164 109444 7498 1811431 2415106 1854853 14671792 
6150 90499 236782 327419 110046 7533 1808104 2421354 1855080 14702267 
6160 89816 235813 328425 110753 7578 1804674 2427323 1855288 14733164 
6170 89114 234826 329506 111406 7632 1801297 2433502 1855503 14763577 
6180 88357 233816 330733 112000 7670 1797960 2439585 1855706 14794291 
6190 87600 232817 331833 112707 7704 1794628 2445698 1855936 14824745 
6200 86867 231883 332931 113321 7748 1791179 2452068 1856171 14854980 
6210 86103 230913 334035 114007 7795 1787900 2457970 1856375 14885600 
6220 85441 229863 335164 114674 7823 1784315 2464434 1856612 14915828 
6230 84714 228883 336304 115278 7870 1780869 2470736 1856820 14946199 
6240 83980 227781 337554 115902 7915 1777394 2477110 1857063 14976171 
6250 83196 226818 338775 116469 7967 1774071 2483372 1857296 15006376 
6260 82397 225929 339840 117138 8005 1770767 2489434 1857512 15036933 
6270 81598 225019 341004 117740 8049 1767528 2495665 1857753 15067067 
6280 80807 224067 342159 118388 8072 1764071 2501862 1857979 15097621 
6290 80003 223186 343360 118946 8108 1760789 2508001 1858237 15127972 
6300 79222 222222 344508 119633 8134 1757451 2514080 1858461 15158414 
6310 78412 221284 345686 120256 8172 1754190 2520425 1858675 15188431 
6320 77628 220288 346879 120881 8222 1750963 2526448 1858898 15218744 
6330 76826 219349 348019 121510 8272 1747561 2532900 1859139 15248500 
6340 76019 218371 349223 122141 8320 1744145 2539397 1859392 15278271 
6350 75278 217398 350287 122835 8361 1740539 2545814 1859592 15308560 
6360 74526 216458 351382 123486 8390 1737247 2552115 1859835 15338872 
6370 73903 215671 352352 124133 8416 1734606 2557964 1860462 15368606 
6380 73201 214731 353354 124818 8459 1731344 2563921 1860719 15399342 
6390 72511 213921 354441 125402 8492 1728715 2569886 1861278 15428912 
6400 71839 213031 355605 125990 8514 1726070 2576000 1861829 15458395 
6410 71568 212511 355240 126876 8961 1722245 2582008 1862286 15488853 
6420 71345 211880 354527 127729 9684 1717181 2587974 1862312 15520830 
6430 71105 211259 353868 128535 10411 1712141 2593822 1862340 15552841 
6440 70966 210645 353251 129367 11049 1707506 2599833 1862616 15584365 
6450 70726 209990 352472 130264 11837 1702294 2606004 1862669 15616095 
6460 70539 209441 351850 130971 12585 1697665 2611848 1862883 15647763 
6470 70364 208889 351105 131620 13429 1693056 2617452 1862929 15678163 
6480 70161 208211 350266 132759 14025 1687959 2623475 1862971 15710145 
6490 69945 207602 349701 133710 14565 1683360 2629352 1863194 15741970 
6500 69740 206914 348877 134719 15280 1678214 2635286 1863221 15773588 
6510 69563 206277 348201 135601 15982 1673610 2641137 1863410 15804787 
6520 69322 205750 347433 136439 16733 1668821 2646987 1863515 15836264 
6530 69057 205279 346812 137253 17382 1664337 2653064 1863834 15867485 
6540 68862 204715 345994 138000 18220 1659344 2658835 1863855 15899058 
6550 68659 204029 345237 138871 19012 1654367 2664647 1863881 15931037 
6560 68466 203464 344686 139613 19696 1649847 2670540 1864154 15962288 
6570 68285 202826 344059 140322 20447 1644686 2676564 1864186 15994250 
6580 68152 202282 343388 141027 21238 1640215 2682481 1864468 16025103 
6590 67925 201682 342782 141784 21950 1635212 2688511 1864581 16056704 
6600 67708 201036 342079 142669 22668 1630393 2694207 1864647 16088217 
6610 67501 200391 341315 143470 23491 1625347 2700054 1864679 16119925 
6620 67269 199707 340744 144196 24276 1620540 2705693 1864746 16151739 
6630 67092 199041 340003 145073 25011 1615389 2711771 1864808 16183399 
6640 66894 198436 339289 145846 25782 1610527 2717553 1864854 16215406 
6650 66642 197839 338651 146651 26486 1605198 2723806 1864899 16247265 
6660 66368 197235 337926 147622 27142 1600380 2729567 1864951 16279303 
6670 66185 196648 337196 148373 27905 1595314 2735463 1864985 16310878 
6680 66001 195980 336369 149310 28663 1590435 2741161 1865034 16342465 
6690 65820 195388 335592 150009 29527 1585373 2747012 1865063 16374133 
6700 65607 194776 334742 150945 30280 1580302 2752935 1865099 16406130 
6710 65433 194199 333907 151748 31071 1575356 2758645 1865132 16438204 
6720 65222 193580 333075 152637 31858 1570135 2764760 1865167 16470127 
6730 65032 192961 332216 153527 32654 1565143 2770650 1865207 16502118 
6740 64857 192313 331382 154462 33394 1559916 2776729 1865239 16534179 
6750 64678 191677 330513 155468 34089 1554614 2782825 1865273 16566197 
6760 64448 191108 329819 156337 34789 1549950 2788739 1865437 16598240 
6770 64162 190625 329167 157235 35387 1545193 2794799 1865607 16629882 
6780 63985 190067 328696 158033 35980 1541068 2800767 1866106 16660670 
6790 63763 189426 328003 158916 36673 1535881 2806790 1866141 16692368 
6800 63553 188869 327467 159624 37400 1531604 2812594 1866484 16723013 
6810 63358 188276 326870 160481 38035 1526888 2818639 1866726 16754152 
6820 63074 187494 326291 161769 38428 1521801 2824979 1866839 16785945 
6830 62837 186907 325489 162748 39093 1516757 2830933 1866880 16817570 
6840 62673 186220 324740 163729 39731 1511790 2836794 1866909 16849188 
6850 62465 185585 323918 164716 40420 1506662 2842804 1866937 16881052 
6860 62305 184859 323087 165670 41191 1501820 2848415 1866959 16913338 
6870 62112 184187 322336 166587 41901 1496746 2854340 1866984 16945083 
6880 61934 183543 321491 167497 42667 1491481 2860438 1867010 16977107 
6890 61761 182918 320576 168502 43387 1486128 2866644 1867038 17009163 
6900 61571 182267 319732 169502 44083 1481047 2872505 1867059 17041112 
6910 61396 181630 318765 170602 44769 1475984 2878310 1867083 17073606 
6920 61209 180956 317910 171664 45434 1470833 2884185 1867103 17105688 
6930 61021 180356 317057 172537 46214 1465968 2889859 1867122 17137605 
6940 60768 179730 316392 173472 46869 1461035 2895908 1867224 17169395 
6950 60583 179047 315554 174406 47654 1455846 2901913 1867250 17201619 
6960 60376 178410 314748 175324 48394 1450864 2907644 1867279 17234025 
6970 60158 177839 313954 176227 49125 1446024 2913501 1867409 17265707 
6980 60005 177300 313385 177114 49703 1441954 2919335 1867870 17296901 
6990 59790 176739 312767 178078 50265 1437320 2925348 1868108 17328125 
7000 59607 176148 311966 178886 51047 1432272 2931247 1868133 17359615 
7010 59414 175469 311098 180057 51638 1427131 2937323 1868169 17391087 
7020 59210 174859 310281 180995 52336 1421842 2943510 1868190 17422746 
7030 59002 174201 309568 181953 52975 1416575 2949592 1868229 17454361 
7040 58785 173592 308839 182778 53718 1411637 2955363 1868259 17486535 
7050 58606 172933 308036 183680 54470 1406682 2961100 1868285 17518168 
7060 58421 172314 307157 184656 55192 1401628 2966999 1868313 17550421 
7070 58111 171829 306473 185520 55855 1396634 2973087 1868413 17582255 
7080 57855 171279 305874 186452 56438 1391787 2979274 1868612 17613986 
7090 57687 170681 305131 187165 57242 1386783 2985056 1868635 17645650 
7100 57495 170074 304403 187969 57991 1381861 2990837 1868691 17677872 
7110 57322 169419 303523 188957 58722 1376948 2996606 1868719 17709517 
7120 57125 168771 302860 189681 59517 1371997 3002401 1868746 17741646 
7130 56958 168106 302160 190471 60271 1367120 3008007 1868762 17773397 
7140 56761 167457 301407 191363 60986 1362139 3013843 1868783 17805146 
7150 56544 166808 300728 192110 61796 1356915 3019858 1868808 17836834 
7160 56334 166188 299952 192925 62595 1351936 3025606 1868831 17868335 
7170 56141 165554 299164 193825 63324 1346830 3031570 1868862 17900113 
7180 55900 164905 298563 194635 64026 1341841 3037571 1868921 17932102 
7190 55701 164266 297778 195499 64800 1336927 3043222 1868945 17964245 
7200 55455 163793 297052 196319 65513 1332360 3048996 1869173 17995984 
7210 55266 163187 296238 197167 66290 1327410 3054715 1869207 18028007 
7220 55076 162589 295425 197887 67184 1322313 3060603 1869231 18060075 
7230 54906 161970 294551 198793 67954 1317336 3066464 1869264 18092460 
7240 54736 161360 293660 199671 68756 1312356 3072236 1869294 18124719 
7250 54543 160764 292913 200444 69530 1307326 3078040 1869325 18156908 
7260 54398 160117 292017 201378 70297 1302214 3083904 1869355 18188925 
7270 54176 159603 291205 202215 71034 1297240 3089741 1869436 18220579 
7280 54003 159008 290532 203091 71697 1292549 3095729 1869665 18251927 
7290 53727 158411 290019 203881 72342 1287533 3101832 1869800 18283656 
7300 53472 157836 289450 204861 72866 1282845 3107931 1870018 18315154 
7310 53289 157188 288580 205793 73644 1277887 3113647 1870041 18347266 
7320 53093 156504 287895 206605 74407 1272817 3119534 1870076 18378822 
7330 52861 155877 287255 207408 75148 1267605 3125770 1870153 18411084 
7340 52613 155320 286656 208050 75948 1262722 3131738 1870225 18442456 
7350 52412 154679 285822 209006 76682 1257850 3137503 1870252 18473698 
7360 52215 154181 285183 209800 77339 1253549 3143076 1870472 18504742 
7370 51978 153558 284633 210573 78067 1249041 3148992 1870704 18535936 
7380 51813 152903 283926 211379 78801 1243973 3154872 1870734 18568080 
7390 51633 152350 283161 212283 79457 1239189 3160739 1870877 18599825 
7400 51421 151728 282384 213143 80224 1234147 3166628 1870901 18631694 
7410 51247 151021 281623 214097 80926 1229128 3172432 1870928 18663328 
7420 51044 150350 280838 215062 81632 1224030 3178342 1870961 18695019 
7430 50825 149681 280129 215919 82380 1219140 3184004 1870989 18726404 
7440 50618 149012 279338 216847 83128 1214120 3189881 1871021 18758523 
7450 50418 148376 278615 217616 83929 1208936 3195839 1871049 18789968 
7460 50223 147703 277835 218511 84691 1203846 3201734 1871079 18821567 
7470 50024 147045 277061 219320 85531 1199005 3207364 1871099 18853524 
7480 49809 146349 276353 220144 86338 1194088 3213091 1871136 18885453 
7490 49597 145724 275657 220926 87102 1188920 3219149 1871178 18917541 
7500 49404 145181 275009 221803 87724 1184313 3225021 1871410 18948942 
7510 49198 144545 274301 222577 88513 1179462 3230733 1871438 18980507 
7520 49012 143840 273508 223517 89269 1174551 3236501 1871462 19012537 
7530 48835 143166 272732 224457 89971 1169555 3242295 1871488 19044371 
7540 48641 142521 271961 225290 90762 1164434 3248280 1871520 19076163 
7550 48453 141868 271202 226108 91557 1159367 3254152 1871552 19107722 
7560 48251 141169 270446 227049 92285 1154291 3260055 1871575 19139203 
7570 48035 140499 269711 227868 93096 1149161 3266041 1871610 19170862 
7580 47838 139818 268921 228764 93878 1144069 3272003 1871641 19202476 
7590 47643 139147 268092 229731 94623 1138963 3277919 1871677 19234041 
7600 47484 138470 267263 230768 95266 1133855 3283863 1871700 19265585 
7610 47277 137856 266440 231728 95965 1128745 3289763 1871726 19297069 
7620 47084 137220 265715 232631 96633 1123266 3296016 1871753 19328447 
7630 46882 136585 264949 233568 97311 1118171 3301942 1871776 19359701 
7640 46680 135939 264119 234590 97977 1113091 3307844 1871805 19391240 
7650 46482 135349 263296 235600 98594 1108089 3313630 1871832 19422486 
7660 46267 134706 262520 236628 99216 1103113 3319397 1871858 19453547 
7670 46068 134040 261790 237587 99861 1098009 3325340 1871891 19485012 
7680 45856 133401 260947 238660 100493 1092940 3331260 1871917 19516210 
7690 45637 132783 260258 239677 101058 1087950 3337373 1872035 19547578 
7700 45405 132224 259485 240626 101735 1083107 3343428 1872199 19579113 
7710 45214 131584 258655 241524 102506 1077940 3349457 1872225 19610676 
7720 45005 130896 257798 242540 103253 1072757 3355522 1872258 19642600 
7730 44822 130210 257028 243486 103956 1067443 3361656 1872282 19674055 
7740 44634 129560 256127 244494 104701 1062450 3367424 1872318 19705946 
7750 44414 128890 255299 245476 105444 1057466 3373149 1872347 19738090 
7760 44226 128219 254497 246380 106208 1052472 3378955 1872375 19770265 
7770 44039 127587 253615 247370 106932 1047212 3385062 1872396 19802352 
7780 43846 126919 252758 248372 107654 1042046 3391021 1872424 19834534 
7790 43667 126275 251896 249334 108386 1037133 3396760 1872445 19866792 
7800 43431 125793 251134 250157 109100 1032218 3402780 1872596 19898090 
7810 43227 125189 250543 250948 109800 1027591 3408591 1872839 19929452 
7820 42937 124609 249910 251807 110471 1022560 3414666 1872915 19961501 
7830 42791 124180 249381 252432 111154 1018607 3420343 1873404 19992289 
7840 42592 123495 248669 253319 111902 1013653 3426242 1873486 20024197 
7850 42380 122831 247947 254100 112735 1008410 3432429 1873536 20055960 
7860 42133 122186 247348 254854 113516 1003717 3438122 1873625 20087999 
7870 41856 121634 246845 255658 114137 999229 3444060 1873872 20118658 
7880 41663 120957 246111 256589 114820 994083 3449969 1873899 20149457 
7890 41477 120332 245260 257586 115500 988805 3456138 1873940 20181248 
7900 41246 119739 244502 258560 116137 983866 3461986 1873983 20212341 
7910 41057 119032 243825 259311 116972 978933 3467755 1874019 20244258 
7920 40846 118291 243159 260275 117649 973968 3473690 1874076 20275881 
7930 40620 117652 242414 261237 118333 968920 3479667 1874174 20307483 
7940 40417 117016 241656 262085 119107 963904 3485490 1874224 20339308 
7950 40204 116398 240885 263002 119813 958686 3491571 1874276 20370830 
7960 40027 115836 240096 263724 120635 953768 3497261 1874305 20402481 
7970 39823 115259 239365 264637 121293 948786 3503342 1874410 20434429 
7980 39634 114611 238500 265555 122094 943631 3509343 1874437 20466033 
7990 39390 114081 237794 266262 122921 938796 3515219 1874556 20497819 
8000 39113 113577 237024 267130 123647 933952 3521172 1874699 20529667 
8010 38854 113001 236342 267908 124417 929137 3527025 1874782 20561057 
8020 38674 112429 235672 268672 125163 924474 3532928 1874986 20592482 
8030 38503 111802 235130 269472 125803 919707 3538964 1875234 20624050 
8040 38311 111220 234290 270363 126536 914634 3544831 1875264 20656050 
8050 38100 110559 233550 271232 127294 909617 3550654 1875295 20687981 
8060 37922 109941 232707 272058 128113 904365 3556786 1875335 20719954 
8070 37734 109243 232007 272894 128878 899320 3562657 1875367 20751670 
8080 37547 108599 231212 273773 129645 893925 3568949 1875395 20783288 
8090 37317 108006 230483 274545 130436 888885 3574764 1875428 20815503 
8100 37105 107344 229756 275350 131243 883928 3580563 1875453 20847439 
8110 36885 106706 228972 276222 132029 878555 3586782 1875483 20879226 
8120 36664 106089 228222 277058 132797 873377 3592768 1875502 20911437 
8130 36457 105467 227472 277789 133654 868281 3598661 1875535 20943359 
8140 36282 104869 226686 278565 134451 863133 3604637 1875562 20975266 
8150 36093 104356 225918 279353 135219 858542 3610499 1875774 21006853 
8160 35915 103716 225158 280168 136003 853566 3616387 1875822 21038884 
8170 35535 103290 224774 281001 136504 849264 3622720 1876228 21069505 
8180 35200 102841 224318 281840 137044 844666 3629019 1876594 21100527 
8190 34898 102276 223834 282642 137698 840072 3635088 1876848 21131366 
8200 34694 101688 223066 283423 138490 834854 3641145 1876878 21163156 
8210 34526 101020 222224 284342 139264 829805 3647065 1876902 21195302 
8220 34321 100379 221455 285234 139997 824861 3652823 1876939 21227161 
8230 34140 99739 220669 286103 140743 819833 3658620 1876966 21259415 
8240 33926 99110 219857 287031 141486 814693 3664622 1876999 21290946 
8250 33724 98477 219051 287925 142243 809575 3670480 1877021 21322802 
8260 33521 97855 218344 288671 143045 804634 3676167 1877053 21354928 
8270 33346 97196 217618 289474 143813 799500 3682160 1877078 21387137 
8280 33109 96645 216777 290376 144554 794177 3688339 1877105 21419186 
8290 32923 96092 215948 291115 145393 789172 3694089 1877137 21451248 
8300 32735 95460 215308 291706 146272 784055 3699988 1877159 21482932 
8310 32528 94821 214594 292504 147045 779050 3705787 1877191 21514814 
8320 32335 94147 213919 293199 147905 774324 3711285 1877213 21546959 
8330 32118 93520 213260 293964 148653 769114 3717327 1877242 21578528 
8340 31931 92891 212513 294653 149542 764369 3722841 1877270 21610283 
8350 31734 92269 211819 295349 150365 759120 3728981 1877299 21642485 
8360 31558 91623 211131 296105 151132 754222 3734676 1877327 21674263 
8370 31374 91050 210314 296846 151979 749029 3740700 1877350 21705885 
8380 31156 90429 209589 297725 152679 743710 3746839 1877389 21737675 
8390 30961 89806 208853 298415 153556 738699 3752602 1877414 21769458 
8400 30748 89137 208180 299182 154355 733727 3758404 1877444 21801123 
8410 30544 88480 207488 299952 155148 728659 3764284 1877469 21833160 
8420 30350 87769 206863 300693 155950 723684 3770038 1877492 21864734 
8430 30135 87070 206200 301439 156789 718585 3775926 1877517 21896611 
8440 29930 86436 205520 302233 157528 713632 3781757 1877546 21928215 
8450 29736 85767 204784 303007 158361 708652 3787553 1877580 21959718 
8460 29570 85067 204094 303776 159158 703464 3793569 1877613 21990960 
