x 0 1 2 3 4 5 6 7 8 
8470 29355 84407 203378 304581 159956 698137 3799767 1877643 22022666 
8480 29178 83739 202656 305380 160734 692939 3805687 1877671 22054777 
8490 29011 83089 201981 306026 161593 687635 3811840 1877700 22086638 
8500 28787 82528 201253 306744 162421 682784 3817666 1877778 22118457 
8510 28578 81932 200524 307517 163197 677873 3823374 1877813 22150275 
8520 28349 81353 199822 308328 163929 673176 3829128 1877925 22182052 
8530 28170 80818 199184 309138 164608 668580 3835171 1878201 22213322 
8540 28052 80813 199185 309243 164679 667810 3836561 1878321 22250506 
8550 28052 80813 199185 309243 164679 667810 3836561 1878321 22289103 
8560 28052 80813 199185 309243 164679 667810 3836561 1878321 22327747 
8570 28052 80813 199185 309243 164679 667810 3836561 1878321 22367528 
8580 28052 80813 199185 309243 164679 667810 3836561 1878321 22407034 
8590 28052 80813 199185 309243 164679 667810 3836561 1878321 22446780 
8600 28052 80813 199185 309243 164679 667810 3836561 1878321 22483138 
8610 28052 80813 199185 309243 164679 667810 3836561 1878321 22522080 
8620 28052 80813 199185 309243 164679 667810 3836561 1878321 22561462 
8630 28052 80813 199185 309243 164679 667810 3836561 1878321 22599826 
8640 28052 80813 199185 309243 164679 667810 3836561 1878321 22638070 
8650 28052 80813 199185 309243 164679 667810 3836561 1878321 22676484 
8660 28052 80813 199185 309243 164679 667810 3836561 1878321 22717712 
8670 28052 80813 199185 309243 164679 667810 3836561 1878321 22754290 
8680 28052 80813 199185 309243 164679 667810 3836561 1878321 22793118 
8690 28052 80813 199185 309243 164679 667810 3836561 1878321 22832115 
8700 28052 80813 199185 309243 164679 667810 3836561 1878321 22869554 
8710 28052 80813 199185 309243 164679 667810 3836561 1878321 22909159 
8720 28052 80813 199185 309243 164679 667810 3836561 1878321 22949613 
8730 28052 80813 199185 309243 164679 667810 3836561 1878321 22986725 
8740 28052 80813 199185 309243 164679 667810 3836561 1878321 23025362 
8750 28052 80813 199185 309243 164679 667810 3836561 1878321 23063527 
8760 28052 80813 199185 309243 164679 667810 3836561 1878321 23100603 
8770 28052 80813 199185 309243 164679 667810 3836561 1878321 23139345 
8780 28052 80813 199185 309243 164679 667810 3836561 1878321 23178462 
8790 28052 80813 199185 309243 164679 667810 3836561 1878321 23217610 
8800 28052 80813 199185 309243 164679 667810 3836561 1878321 23256914 
8810 28052 80813 199185 309243 164679 667810 3836561 1878321 23293454 
8820 28052 80813 199185 309243 164679 667810 3836561 1878321 23331835 
8830 28052 80813 199185 309243 164679 667810 3836561 1878321 23369414 
8840 28052 80813 199185 309243 164679 667810 3836561 1878321 23408589 
8850 28052 80813 199185 309243 164679 667810 3836561 1878321 23446725 
8860 28052 80813 199185 309243 164679 667810 3836561 1878321 23484756 
8870 28052 80813 199185 309243 164679 667810 3836561 1878321 23524127 
8880 28052 80813 199185 309243 164679 667810 3836561 1878321 23564286 
8890 28052 80813 199185 309243 164679 667810 3836561 1878321 23603431 
8900 28052 80813 199185 309243 164679 667810 3836561 1878321 23643367 
8910 28052 80813 199185 309243 164679 667810 3836561 1878321 23683552 
8920 28052 80813 199185 309243 164679 667810 3836561 1878321 23723194 
8930 28052 80813 199185 309243 164679 667810 3836561 1878321 23762130 
8940 28052 80813 199185 309243 164679 667810 3836561 1878321 23800643 
8950 28052 80813 199185 309243 164679 667810 3836561 1878321 23840452 
8960 28052 80813 199185 309243 164679 667810 3836561 1878321 23881474 
8970 28052 80813 199185 309243 164679 667810 3836561 1878321 23919824 
8980 28052 80813 199185 309243 164679 667810 3836561 1878321 23957374 
8990 28052 80813 199185 309243 164679 667810 3836561 1878321 23995923 
9000 28052 80813 199185 309243 164679 667810 3836561 1878321 24034721 
9010 28052 80813 199185 309243 164679 667810 3836561 1878321 24072957 
9020 28052 80813 199185 309243 164679 667810 3836561 1878321 24112062 
9030 28052 80813 199185 309243 164679 667810 3836561 1878321 24151435 
9040 28052 80813 199185 309243 164679 667810 3836561 1878321 24190265 
9050 28052 80813 199185 309243 164679 667810 3836561 1878321 24229596 
9060 28052 80813 199185 309243 164679 667810 3836561 1878321 24268263 
9070 28052 80813 199185 309243 164679 667810 3836561 1878321 24306055 
9080 28052 80813 199185 309243 164679 667810 3836561 1878321 24346173 
9090 28052 80813 199185 309243 164679 667810 3836561 1878321 24385727 
9100 28052 80813 199185 309243 164679 667810 3836561 1878321 24424524 
9110 28052 80813 199185 309243 164679 667810 3836561 1878321 24463726 
9120 28052 80813 199185 309243 164679 667810 3836561 1878321 24505111 
9130 28052 80813 199185 309243 164679 667810 3836561 1878321 24544296 
9140 28052 80813 199185 309243 164679 667810 3836561 1878321 24581921 
9150 28052 80813 199185 309243 164679 667810 3836561 1878321 24620097 
9160 28052 80813 199185 309243 164679 667810 3836561 1878321 24659402 
9170 28052 80813 199185 309243 164679 667810 3836561 1878321 24697187 
9180 28052 80813 199185 309243 164679 667810 3836561 1878321 24735698 
9190 28052 80813 199185 309243 164679 667810 3836561 1878321 24774054 
9200 28052 80813 199185 309243 164679 667810 3836561 1878321 24813411 
9210 28052 80813 199185 309243 164679 667810 3836561 1878321 24853427 
9220 28052 80813 199185 309243 164679 667810 3836561 1878321 24894390 
9230 28052 80813 199185 309243 164679 667810 3836561 1878321 24931146 
9240 28052 80813 199185 309243 164679 667810 3836561 1878321 24970020 
9250 28052 80813 199185 309243 164679 667810 3836561 1878321 25008094 
9260 28052 80813 199185 309243 164679 667810 3836561 1878321 25046042 
9270 28052 80813 199185 309243 164679 667810 3836561 1878321 25084194 
9280 28052 80813 199185 309243 164679 667810 3836561 1878321 25121728 
9290 28052 80813 199185 309243 164679 667810 3836561 1878321 25159360 
9300 28052 80813 199185 309243 164679 667810 3836561 1878321 25196674 
9310 28052 80813 199185 309243 164679 667810 3836561 1878321 25234857 
9320 28052 80813 199185 309243 164679 667810 3836561 1878321 25274907 
9330 28052 80813 199185 309243 164679 667810 3836561 1878321 25312986 
9340 28052 80813 199185 309243 164679 667810 3836561 1878321 25352317 
9350 28052 80813 199185 309243 164679 667810 3836561 1878321 25390876 
9360 28052 80813 199185 309243 164679 667810 3836561 1878321 25429630 
9370 28052 80813 199185 309243 164679 667810 3836561 1878321 25468838 
9380 28052 80813 199185 309243 164679 667810 3836561 1878321 25507747 
9390 28052 80813 199185 309243 164679 667810 3836561 1878321 25545868 
9400 28052 80813 199185 309243 164679 667810 3836561 1878321 25584710 
9410 28052 80813 199185 309243 164679 667810 3836561 1878321 25622821 
9420 28052 80813 199185 309243 164679 667810 3836561 1878321 25662059 
9430 28052 80813 199185 309243 164679 667810 3836561 1878321 25703812 
9440 28052 80813 199185 309243 164679 667810 3836561 1878321 25743575 
9450 28052 80813 199185 309243 164679 667810 3836561 1878321 25781921 
9460 28052 80813 199185 309243 164679 667810 3836561 1878321 25820163 
9470 28052 80813 199185 309243 164679 667810 3836561 1878321 25861356 
9480 28052 80813 199185 309243 164679 667810 3836561 1878321 25899564 
9490 28052 80813 199185 309243 164679 667810 3836561 1878321 25936697 
9500 28052 80813 199185 309243 164679 667810 3836561 1878321 25974894 
9510 28052 80813 199185 309243 164679 667810 3836561 1878321 26014305 
9520 28052 80813 199185 309243 164679 667810 3836561 1878321 26053611 
9530 28052 80813 199185 309243 164679 667810 3836561 1878321 26092457 
9540 28052 80813 199185 309243 164679 667810 3836561 1878321 26130240 
9550 28052 80813 199185 309243 164679 667810 3836561 1878321 26168326 
9560 28052 80813 199185 309243 164679 667810 3836561 1878321 26206312 
9570 28052 80813 199185 309243 164679 667810 3836561 1878321 26244119 
9580 28052 80813 199185 309243 164679 667810 3836561 1878321 26282406 
9590 28052 80813 199185 309243 164679 667810 3836561 1878321 26321366 
9600 28052 80813 199185 309243 164679 667810 3836561 1878321 26358884 
9610 28052 80813 199185 309243 164679 667810 3836561 1878321 26396650 
9620 28052 80813 199185 309243 164679 667810 3836561 1878321 26435951 
9630 28052 80813 199185 309243 164679 667810 3836561 1878321 26475383 
9640 28052 80813 199185 309243 164679 667810 3836561 1878321 26514571 
9650 28052 80813 199185 309243 164679 667810 3836561 1878321 26552009 
9660 28052 80813 199185 309243 164679 667810 3836561 1878321 26590710 
9670 28052 80813 199185 309243 164679 667810 3836561 1878321 26627982 
9680 28052 80813 199185 309243 164679 667810 3836561 1878321 26666262 
9690 28052 80813 199185 309243 164679 667810 3836561 1878321 26704631 
9700 28052 80813 199185 309243 164679 667810 3836561 1878321 26741955 
9710 28052 80813 199185 309243 164679 667810 3836561 1878321 26780295 
9720 28052 80813 199185 309243 164679 667810 3836561 1878321 26818281 
9730 28052 80813 199185 309243 164679 667810 3836561 1878321 26856496 
9740 28052 80813 199185 309243 164679 667810 3836561 1878321 26894040 
9750 28052 80813 199185 309243 164679 667810 3836561 1878321 26931297 
9760 28052 80813 199185 309243 164679 667810 3836561 1878321 26968668 
9770 28052 80813 199185 309243 164679 667810 3836561 1878321 27006189 
9780 28052 80813 199185 309243 164679 667810 3836561 1878321 27042886 
9790 28052 80813 199185 309243 164679 667810 3836561 1878321 27079693 
9800 28052 80813 199185 309243 164679 667810 3836561 1878321 27116202 
9810 28052 80813 199185 309243 164679 667810 3836561 1878321 27153589 
9820 28052 80813 199185 309243 164679 667810 3836561 1878321 27190973 
9830 28052 80813 199185 309243 164679 667810 3836561 1878321 27230865 
9840 28052 80813 199185 309243 164679 667810 3836561 1878321 27269264 
9850 28052 80813 199185 309243 164679 667810 3836561 1878321 27308012 
9860 28052 80813 199185 309243 164679 667810 3836561 1878321 27346647 
9870 28052 80813 199185 309243 164679 667810 3836561 1878321 27385009 
9880 28052 80813 199185 309243 164679 667810 3836561 1878321 27422983 
9890 28052 80813 199185 309243 164679 667810 3836561 1878321 27462194 
9900 28052 80813 199185 309243 164679 667810 3836561 1878321 27501486 
9910 28052 80813 199185 309243 164679 667810 3836561 1878321 27540561 
9920 28052 80813 199185 309243 164679 667810 3836561 1878321 27579788 
9930 28052 80813 199185 309243 164679 667810 3836561 1878321 27617845 
9940 28052 80813 199185 309243 164679 667810 3836561 1878321 27656207 
9950 28052 80813 199185 309243 164679 667810 3836561 1878321 27695147 
9960 28052 80813 199185 309243 164679 667810 3836561 1878321 27735405 
9970 28052 80813 199185 309243 164679 667810 3836561 1878321 27773436 
9980 28052 80813 199185 309243 164679 667810 3836561 1878321 27812497 
9990 28052 80813 199185 309243 164679 667810 3836561 1878321 27851473 
10000 28052 80813 199185 309243 164679 667810 3836561 1878321 27892045 
10010 28052 80813 199185 309243 164679 667810 3836561 1878321 27929013 
10020 28052 80813 199185 309243 164679 667810 3836561 1878321 27966878 
10030 28052 80813 199185 309243 164679 667810 3836561 1878321 28004962 
10040 28052 80813 199185 309243 164679 667810 3836561 1878321 28042850 
10050 28052 80813 199185 309243 164679 667810 3836561 1878321 28080767 
10060 28052 80813 199185 309243 164679 667810 3836561 1878321 28119680 
10070 28052 80813 199185 309243 164679 667810 3836561 1878321 28158816 
10080 28052 80813 199185 309243 164679 667810 3836561 1878321 28197239 
10090 28052 80813 199185 309243 164679 667810 3836561 1878321 28235271 
10100 28052 80813 199185 309243 164679 667810 3836561 1878321 28272430 
10110 28052 80813 199185 309243 164679 667810 3836561 1878321 28312588 
10120 28052 80813 199185 309243 164679 667810 3836561 1878321 28351078 
10130 28052 80813 199185 309243 164679 667810 3836561 1878321 28389366 
10140 28052 80813 199185 309243 164679 667810 3836561 1878321 28427942 
10150 28052 80813 199185 309243 164679 667810 3836561 1878321 28465931 
10160 28052 80813 199185 309243 164679 667810 3836561 1878321 28505661 
10170 28052 80813 199185 309243 164679 667810 3836561 1878321 28544757 
10180 28052 80813 199185 309243 164679 667810 3836561 1878321 28583536 
10190 28052 80813 199185 309243 164679 667810 3836561 1878321 28622278 
10200 28052 80813 199185 309243 164679 667810 3836561 1878321 28660572 
10210 28052 80813 199185 309243 164679 667810 3836561 1878321 28698755 
10220 28052 80813 199185 309243 164679 667810 3836561 1878321 28736729 
10230 28052 80813 199185 309243 164679 667810 3836561 1878321 28776327 
10240 28052 80813 199185 309243 164679 667810 3836561 1878321 28815612 
10250 28052 80813 199185 309243 164679 667810 3836561 1878321 28854708 
10260 28052 80813 199185 309243 164679 667810 3836561 1878321 28893754 
10270 28052 80813 199185 309243 164679 667810 3836561 1878321 28931763 
10280 28052 80813 199185 309243 164679 667810 3836561 1878321 28970551 
10290 28052 80813 199185 309243 164679 667810 3836561 1878321 29009337 
10300 28052 80813 199185 309243 164679 667810 3836561 1878321 29049152 
10310 28052 80813 199185 309243 164679 667810 3836561 1878321 29090853 
10320 28052 80813 199185 309243 164679 667810 3836561 1878321 29130977 
10330 28052 80813 199185 309243 164679 667810 3836561 1878321 29170880 
10340 28052 80813 199185 309243 164679 667810 3836561 1878321 29208439 
10350 28052 80813 199185 309243 164679 667810 3836561 1878321 29247125 
10360 28052 80813 199185 309243 164679 667810 3836561 1878321 29285690 
10370 28052 80813 199185 309243 164679 667810 3836561 1878321 29323952 
10380 28052 80813 199185 309243 164679 667810 3836561 1878321 29361829 
10390 28052 80813 199185 309243 164679 667810 3836561 1878321 29399611 
10400 28052 80813 199185 309243 164679 667810 3836561 1878321 29438523 
10410 28052 80813 199185 309243 164679 667810 3836561 1878321 29478153 
10420 28052 80813 199185 309243 164679 667810 3836561 1878321 29516597 
10430 28052 80813 199185 309243 164679 667810 3836561 1878321 29554599 
10440 28052 80813 199185 309243 164679 667810 3836561 1878321 29592712 
10450 28052 80813 199185 309243 164679 667810 3836561 1878321 29630727 
10460 28052 80813 199185 309243 164679 667810 3836561 1878321 29668416 
10470 28052 80813 199185 309243 164679 667810 3836561 1878321 29706465 
10480 28052 80813 199185 309243 164679 667810 3836561 1878321 29744796 
10490 28052 80813 199185 309243 164679 667810 3836561 1878321 29783028 
10500 28052 80813 199185 309243 164679 667810 3836561 1878321 29821154 
10510 28052 80813 199185 309243 164679 667810 3836561 1878321 29859348 
10520 28052 80813 199185 309243 164679 667810 3836561 1878321 29897721 
10530 28052 80813 199185 309243 164679 667810 3836561 1878321 29935417 
10540 28052 80813 199185 309243 164679 667810 3836561 1878321 29973353 
10550 28052 80813 199185 309243 164679 667810 3836561 1878321 30011553 
10560 28052 80813 199185 309243 164679 667810 3836561 1878321 30049844 
10570 28052 80813 199185 309243 164679 667810 3836561 1878321 30086677 
10580 28052 80813 199185 309243 164679 667810 3836561 1878321 30124803 
10590 28052 80813 199185 309243 164679 667810 3836561 1878321 30162210 
10600 28052 80813 199185 309243 164679 667810 3836561 1878321 30201260 
10610 28052 80813 199185 309243 164679 667810 3836561 1878321 30239721 
10620 28052 80813 199185 309243 164679 667810 3836561 1878321 30278426 
10630 28052 80813 199185 309243 164679 667810 3836561 1878321 30317662 
10640 28052 80813 199185 309243 164679 667810 3836561 1878321 30355672 
10650 28052 80813 199185 309243 164679 667810 3836561 1878321 30394048 
10660 28052 80813 199185 309243 164679 667810 3836561 1878321 30433980 
