x 0 1 
0 0 0 
10 0 0 
20 0 0 
30 0 0 
40 0 0 
50 0 0 
60 0 0 
70 0 0 
80 0 0 
90 0 0 
100 0 0 
110 0 0 
120 0 0 
130 0 0 
140 0 0 
150 0 0 
160 0 0 
170 0 0 
180 0 0 
190 0 0 
200 10 10 
210 0 10 
220 12 22 
230 9 31 
240 39 70 
250 28 98 
260 31 129 
270 15 144 
280 0 144 
290 13 157 
300 23 180 
310 42 222 
320 42 264 
330 35 299 
340 33 332 
350 26 358 
360 6 364 
370 2 366 
380 0 366 
390 16 382 
400 11 393 
410 20 413 
420 24 437 
430 12 449 
440 23 472 
450 28 500 
460 8 508 
470 22 530 
480 14 544 
490 52 596 
500 73 669 
510 48 717 
520 44 761 
530 36 797 
540 4 801 
550 0 801 
560 0 801 
570 10 811 
580 0 811 
590 10 821 
600 3 824 
610 12 836 
620 13 849 
630 5 854 
640 10 864 
650 27 891 
660 13 904 
670 19 923 
680 20 943 
690 40 983 
700 3 986 
710 2 988 
720 7 995 
730 17 1012 
740 0 1012 
750 4 1016 
760 20 1036 
770 28 1064 
780 38 1102 
790 31 1133 
800 10 1143 
810 4 1147 
820 2 1149 
830 14 1163 
840 14 1177 
850 10 1187 
860 14 1201 
870 15 1216 
880 28 1244 
890 39 1283 
900 20 1303 
910 14 1317 
920 13 1330 
930 6 1336 
940 13 1349 
950 4 1353 
960 46 1399 
970 4 1403 
980 9 1412 
990 36 1448 
1000 9 1457 
1010 23 1480 
1020 10 1490 
1030 27 1517 
1040 21 1538 
1050 13 1551 
1060 6 1557 
1070 6 1563 
1080 9 1572 
1090 31 1603 
1100 33 1636 
1110 49 1685 
1120 12 1697 
1130 31 1728 
1140 36 1764 
1150 8 1772 
1160 28 1800 
1170 58 1858 
1180 10 1868 
1190 39 1907 
1200 25 1932 
1210 12 1944 
1220 11 1955 
1230 23 1978 
1240 34 2012 
1250 29 2041 
1260 11 2052 
1270 26 2078 
1280 18 2096 
1290 8 2104 
1300 35 2139 
1310 16 2155 
1320 23 2178 
1330 28 2206 
1340 20 2226 
1350 27 2253 
1360 40 2293 
1370 46 2339 
1380 13 2352 
1390 8 2360 
1400 18 2378 
1410 6 2384 
1420 5 2389 
1430 1 2390 
1440 36 2426 
1450 68 2494 
1460 21 2515 
1470 40 2555 
1480 44 2599 
1490 31 2630 
1500 10 2640 
1510 10 2650 
1520 9 2659 
1530 4 2663 
1540 27 2690 
1550 5 2695 
1560 18 2713 
1570 5 2718 
1580 9 2727 
1590 14 2741 
1600 77 2818 
1610 69 2887 
1620 16 2903 
1630 143 3046 
1640 29 3075 
1650 22 3097 
1660 21 3118 
1670 48 3166 
1680 46 3212 
1690 36 3248 
1700 52 3300 
1710 27 3327 
1720 8 3335 
1730 6 3341 
1740 2 3343 
1750 0 3343 
1760 5 3348 
1770 28 3376 
1780 25 3401 
1790 36 3437 
1800 55 3492 
1810 95 3587 
1820 25 3612 
1830 50 3662 
1840 23 3685 
1850 4 3689 
1860 52 3741 
1870 44 3785 
1880 97 3882 
1890 94 3976 
1900 49 4025 
1910 35 4060 
1920 7 4067 
1930 4 4071 
1940 33 4104 
1950 52 4156 
1960 51 4207 
1970 77 4284 
1980 111 4395 
1990 10 4405 
2000 62 4467 
2010 47 4514 
2020 58 4572 
2030 91 4663 
2040 55 4718 
2050 54 4772 
2060 27 4799 
2070 0 4799 
2080 26 4825 
2090 16 4841 
2100 253 5094 
2110 2446 7540 
2120 7774 15314 
2130 48275 63589 
2140 17577 81166 
2150 3487 84653 
2160 458 85111 
2170 0 85111 
2180 0 85111 
2190 0 85111 
2200 31 85142 
2210 14 85156 
2220 74 85230 
2230 90 85320 
2240 84 85404 
2250 58 85462 
2260 16 85478 
2270 63 85541 
2280 60 85601 
2290 48 85649 
2300 108 85757 
2310 37 85794 
2320 10 85804 
2330 7 85811 
2340 1 85812 
2350 0 85812 
2360 0 85812 
2370 27 85839 
2380 19 85858 
2390 44 85902 
2400 63 85965 
2410 9 85974 
2420 2 85976 
2430 17 85993 
2440 29 86022 
2450 54 86076 
2460 21 86097 
2470 41 86138 
2480 58 86196 
2490 26 86222 
2500 5 86227 
2510 3 86230 
2520 16 86246 
2530 41 86287 
2540 6 86293 
2550 11 86304 
2560 22 86326 
2570 13 86339 
2580 16 86355 
2590 7 86362 
2600 9 86371 
2610 17 86388 
2620 35 86423 
2630 89 86512 
2640 55 86567 
2650 40 86607 
2660 34 86641 
2670 11 86652 
2680 0 86652 
2690 0 86652 
2700 11 86663 
2710 15 86678 
2720 1 86679 
2730 4 86683 
2740 8 86691 
2750 33 86724 
2760 35 86759 
2770 0 86759 
2780 0 86759 
2790 6 86765 
2800 6 86771 
2810 36 86807 
2820 49 86856 
2830 1 86857 
2840 4 86861 
2850 1 86862 
2860 3 86865 
2870 11 86876 
2880 0 86876 
2890 12 86888 
2900 22 86910 
2910 62 86972 
2920 86 87058 
2930 13 87071 
2940 9 87080 
2950 5 87085 
2960 1 87086 
2970 1 87087 
2980 99 87186 
2990 6 87192 
3000 20 87212 
3010 11 87223 
3020 30 87253 
3030 31 87284 
3040 21 87305 
3050 18 87323 
3060 13 87336 
3070 25 87361 
3080 5 87366 
3090 50 87416 
3100 15 87431 
3110 2 87433 
3120 28 87461 
3130 52 87513 
3140 16 87529 
3150 17 87546 
3160 3 87549 
3170 19 87568 
3180 55 87623 
3190 8 87631 
3200 2 87633 
3210 13 87646 
3220 18 87664 
3230 36 87700 
3240 41 87741 
3250 19 87760 
3260 22 87782 
3270 52 87834 
3280 8 87842 
3290 1 87843 
3300 76 87919 
3310 8 87927 
3320 32 87959 
3330 19 87978 
3340 22 88000 
3350 7 88007 
3360 2 88009 
3370 21 88030 
3380 21 88051 
3390 24 88075 
3400 21 88096 
3410 21 88117 
3420 17 88134 
3430 8 88142 
3440 85 88227 
3450 50 88277 
3460 48 88325 
3470 0 88325 
