x 0 1 
0.000000 1.080882 1.080882 
0.010000 0.005314 1.086195 
0.020000 0.007641 1.093836 
0.030000 0.010628 1.104464 
0.040000 0.011878 1.116342 
0.050000 0.013614 1.129956 
0.060000 0.014170 1.144126 
0.070000 0.018233 1.162359 
0.080000 0.018303 1.180662 
0.090000 0.020109 1.200771 
0.100000 0.020317 1.221089 
0.110000 0.021880 1.242969 
0.120000 0.023513 1.266481 
0.130000 0.025839 1.292321 
0.140000 0.025978 1.318299 
0.150000 0.026187 1.344486 
0.160000 0.028132 1.372618 
0.170000 0.031014 1.403632 
0.180000 0.029938 1.433570 
0.190000 0.032369 1.465938 
0.200000 0.033307 1.499245 
0.210000 0.036571 1.535816 
0.220000 0.035078 1.570894 
0.230000 0.036120 1.607014 
0.240000 0.039176 1.646190 
0.250000 0.040426 1.686616 
0.260000 0.039766 1.726382 
0.270000 0.042857 1.769240 
0.280000 0.045115 1.814355 
0.290000 0.046087 1.860442 
0.300000 0.047477 1.907918 
0.310000 0.047268 1.955187 
0.320000 0.046087 2.001274 
0.330000 0.049248 2.050522 
0.340000 0.053971 2.104493 
0.350000 0.055152 2.159645 
0.360000 0.051540 2.211185 
0.370000 0.055326 2.266511 
0.380000 0.057687 2.324198 
0.390000 0.057444 2.381642 
0.400000 0.059389 2.441031 
0.410000 0.059945 2.500976 
0.420000 0.063140 2.564116 
0.430000 0.061542 2.625658 
0.440000 0.066752 2.692410 
0.450000 0.066127 2.758537 
0.460000 0.066127 2.824664 
0.470000 0.067690 2.892354 
0.480000 0.068488 2.960842 
0.490000 0.070294 3.031137 
0.500000 0.074115 3.105251 
0.510000 0.070920 3.176171 
0.520000 0.073941 3.250112 
0.530000 0.075400 3.325512 
0.540000 0.078317 3.403829 
0.550000 0.082033 3.485863 
0.560000 0.076476 3.562339 
0.570000 0.078873 3.641212 
0.580000 0.085402 3.726614 
0.590000 0.081999 3.808613 
0.600000 0.087208 3.895821 
0.610000 0.088702 3.984523 
0.620000 0.087347 4.071870 
0.630000 0.088771 4.160641 
0.640000 0.088875 4.249516 
0.650000 0.094814 4.344330 
0.660000 0.094224 4.438554 
0.670000 0.094988 4.533542 
0.680000 0.095439 4.628981 
0.690000 0.099190 4.728172 
0.700000 0.097488 4.825660 
0.710000 0.097523 4.923183 
0.720000 0.105789 5.028972 
0.730000 0.105581 5.134553 
0.740000 0.104955 5.239508 
0.750000 0.104608 5.344116 
0.760000 0.107109 5.451225 
0.770000 0.109887 5.561112 
0.780000 0.108151 5.669263 
0.790000 0.110686 5.779949 
0.800000 0.112179 5.892129 
0.810000 0.113395 6.005524 
0.820000 0.115583 6.121107 
0.830000 0.117320 6.238426 
0.840000 0.123328 6.361754 
0.850000 0.122251 6.484005 
0.860000 0.126211 6.610216 
0.870000 0.125099 6.735315 
0.880000 0.123571 6.858886 
0.890000 0.126072 6.984958 
0.900000 0.128294 7.113252 
0.910000 0.128954 7.242206 
0.920000 0.135866 7.378072 
0.930000 0.136317 7.514389 
0.940000 0.135275 7.649664 
0.950000 0.137359 7.787023 
0.960000 0.141735 7.928758 
0.970000 0.142916 8.071674 
0.980000 0.145972 8.217646 
0.990000 0.140658 8.358305 
1.000000 0.147605 8.505909 
1.010000 0.145416 8.651326 
1.020000 0.148577 8.799902 
1.030000 0.147222 8.947125 
1.040000 0.150418 9.097543 
1.050000 0.155731 9.253274 
1.060000 0.157781 9.411055 
1.070000 0.155072 9.566126 
1.080000 0.156634 9.722761 
1.090000 0.158892 9.881652 
1.100000 0.160420 10.042072 
1.110000 0.164518 10.206591 
1.120000 0.169311 10.375902 
1.130000 0.166324 10.542226 
1.140000 0.171638 10.713864 
1.150000 0.170909 10.884773 
1.160000 0.173548 11.058321 
1.170000 0.176292 11.234613 
1.180000 0.176188 11.410800 
1.190000 0.179209 11.590010 
1.200000 0.184315 11.774324 
1.210000 0.181258 11.955583 
1.220000 0.188552 12.144134 
1.230000 0.180737 12.324872 
1.240000 0.185947 12.510819 
1.250000 0.188725 12.699544 
1.260000 0.191643 12.891187 
1.270000 0.190392 13.081579 
1.280000 0.201715 13.283294 
1.290000 0.194838 13.478132 
1.300000 0.199978 13.678110 
1.310000 0.202618 13.880727 
1.320000 0.203312 14.084039 
1.330000 0.208695 14.292735 
1.340000 0.205361 14.498096 
1.350000 0.209216 14.707312 
1.360000 0.213523 14.920835 
1.370000 0.210918 15.131754 
1.380000 0.216614 15.348367 
1.390000 0.220643 15.569010 
1.400000 0.216093 15.785103 
1.410000 0.218316 16.003419 
1.420000 0.224498 16.227917 
1.430000 0.224880 16.452796 
1.440000 0.227901 16.680698 
1.450000 0.230749 16.911447 
1.460000 0.227207 17.138654 
1.470000 0.233007 17.371660 
1.480000 0.235994 17.607654 
1.490000 0.239362 17.847016 
1.500000 0.243322 18.090338 
1.510000 0.240821 18.331159 
1.520000 0.245822 18.576981 
1.530000 0.245753 18.822734 
1.540000 0.249330 19.072064 
1.550000 0.248323 19.320387 
1.560000 0.254192 19.574580 
1.570000 0.250650 19.825229 
1.580000 0.258013 20.083242 
1.590000 0.259784 20.343026 
1.600000 0.255790 20.598816 
1.610000 0.263153 20.861969 
1.620000 0.269752 21.131720 
1.630000 0.268293 21.400013 
1.640000 0.274510 21.674523 
1.650000 0.274440 21.948963 
1.660000 0.269092 22.218055 
1.670000 0.279511 22.497565 
1.680000 0.279268 22.776833 
1.690000 0.281873 23.058706 
1.700000 0.278781 23.337487 
1.710000 0.283262 23.620749 
1.720000 0.288610 23.909359 
1.730000 0.292014 24.201373 
1.740000 0.295313 24.496686 
1.750000 0.299307 24.795993 
1.760000 0.297814 25.093807 
1.770000 0.297814 25.391621 
1.780000 0.306670 25.698291 
1.790000 0.301078 25.999369 
1.800000 0.309796 26.309165 
1.810000 0.315631 26.624796 
1.820000 0.307573 26.932369 
1.830000 0.318826 27.251194 
1.840000 0.319555 27.570749 
1.850000 0.325008 27.895757 
1.860000 0.319208 28.214965 
1.870000 0.327995 28.542960 
1.880000 0.331954 28.874913 
1.890000 0.328550 29.203464 
1.900000 0.337337 29.540801 
1.910000 0.331884 29.872685 
1.920000 0.333760 30.206445 
1.930000 0.340150 30.546595 
1.940000 0.343450 30.890045 
1.950000 0.349597 31.239642 
1.960000 0.345846 31.585488 
1.970000 0.355953 31.941440 
1.980000 0.074809 32.016250 
1.990000 0.068419 32.084669 
2.000000 0.070399 32.155067 
2.010000 0.067759 32.222827 
2.020000 0.069009 32.291836 
2.030000 0.069982 32.361818 
2.040000 0.067655 32.429473 
2.050000 0.068975 32.498448 
2.060000 0.067655 32.566103 
2.070000 0.070086 32.636189 
2.080000 0.070920 32.707108 
2.090000 0.069322 32.776430 
2.100000 0.066648 32.843078 
2.110000 0.068558 32.911636 
2.120000 0.072621 32.984257 
2.130000 0.070399 33.054656 
